BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
8.182830589190715,1.0,5.990564141864818,0.0,5.990564141864818,0.0,1.0,0.0,1.0,0.0,0,12,8.294299608857235,6.96127752820317,9.430804286668868,0.0,12
7.609705937961825,1.0,5.179984179586172,0.0,5.179984179586172,0.0,0.666667,0.0,0.666667,0.0,0,8,7.601402334583733,5.411952254970081,9.514753982813254,0.0,12
8.75943815450699,1.0,8.757933016248602,8.684577067845966,6.111267763047603,5.438202105731185,1.0,0.6505877400541777,1.0,0.28768182245174967,6,92,9.328212292571072,7.639622591175338,7.415039685031398,0.0,12
4.892919056208852,0.636364,6.705516688347823,0.0,6.705516688347823,0.0,1.0,0.0,1.0,0.0,0,17,7.496097345175956,7.766683793755752,4.469688939347446,0.0,12
8.24305929376845,0.818182,8.354521309045298,8.147739807003912,6.67807792881693,8.984119042407901,1.0,0.0800423999811814,0.916667,0.28768182245174967,13,13,9.105090961257085,9.156944219921918,7.262927662141595,0.0,12
8.588503336828897,1.0,0.0,0.0,0.0,6.684549054454003,0.0,0.0,0.0,0.3101546616371373,4,0,8.699681400989514,7.261033154311494,7.413369070916895,0.0,11
5.140386009793119,1.0,5.992963423231718,0.0,5.992963423231718,0.0,1.0,0.0,1.0,0.0,0,12,8.006700845440367,5.3766947283025095,5.099900183352035,0.0,12
7.388307599631616,1.0,4.634728988229636,4.634728988229636,0.0,5.504682890648139,0.166667,0.1541509655415032,0.0,0.22314355131420976,5,2,7.438971592395862,6.792545131234186,6.879544273324582,0.0,12
4.841781178834473,1.0,5.456516981221582,0.0,5.456516981221582,0.0,1.0,0.0,1.0,0.0,0,12,6.90875477931522,5.341250962068848,5.110473503852051,0.0,12
8.87540796129427,1.0,5.961134197300148,5.325689313343887,5.212214667494625,7.7129558941159795,0.666667,0.1541509655415032,0.416667,0.6061356217521171,16,8,9.259225769705994,7.379287955514028,7.408440468896529,0.0,12
3.1382508477086843,1.0,4.61512051684126,0.0,4.61512051684126,0.0,0.416667,0.0,0.416667,0.0,0,5,8.839421607620602,5.086161806788292,5.079442454117678,0.0,12
9.40403204003681,1.0,8.019287083467484,6.921855403360919,7.613724899561967,8.066076727735902,1.0,0.1541509655415032,1.0,0.4054651081081644,10,64,9.472781556562168,8.350270105136044,8.099558846593096,0.0,12
7.05899314124371,1.0,7.206903859042666,5.993961427306569,6.855103167083238,5.175108258224256,1.0,0.0800423999811814,1.0,0.1541509655415032,2,45,8.699681400989514,6.472343665440258,5.5523741073615245,0.0,12
8.81489832435355,1.0,5.786743995370548,5.786743995370548,0.0,7.08215701747797,0.083333,0.0800423999811814,0.0,0.1541509655415032,3,3,9.259225769705994,7.45072986762036,7.82713936789029,0.0,12
4.841509907585915,1.0,6.458009075556836,6.458009075556836,0.0,0.0,0.916667,0.6505877400541777,0.0,0.0,0,11,7.0909098220799835,6.050793496962728,5.2847349669616435,0.262364264467491,12
8.16567680947387,0.727273,6.30678610536318,0.0,6.30678610536318,0.0,1.0,0.0,1.0,0.0,0,14,9.305741456739435,9.07527727374647,9.790518068068778,0.0,12
7.412975691461382,1.0,0.0,0.0,0.0,4.6078103676392335,0.0,0.0,0.0,0.0800423999811814,1,0,7.496097345175956,5.865051186791171,6.454521149985232,0.0,12
8.913022280658046,1.0,0.0,0.0,0.0,9.090923194512087,0.0,0.0,0.0,0.5465438642627943,11,0,9.105090961257085,7.400841445464237,7.594805716113981,0.0,11
8.306096985533877,1.0,7.775506815191631,7.404382581948235,6.605811997178087,7.43759551434736,0.75,0.4054651081081644,0.75,0.28768182245174967,7,41,8.517393171418904,7.389498735985844,7.340927381943288,0.0,12
8.743598321036485,1.0,5.3230099791384085,5.3230099791384085,0.0,7.981630740265749,0.083333,0.0800423999811814,0.0,0.28768182245174967,12,2,9.105090961257085,7.121342643846067,7.625794485906742,0.0,12
7.253188835622875,0.454545,6.871340226280088,6.871340226280088,0.0,8.728212804225999,0.083333,0.0800423999811814,0.0,0.28768182245174967,6,6,8.922791623969637,9.907084846508704,6.580568378887042,0.28768182245174967,12
6.4989563348130215,0.727273,0.0,0.0,0.0,8.050085822835518,0.0,0.0,0.0,0.22314355131420976,3,0,7.496097345175956,8.028800011722797,5.650147651555028,0.1541509655415032,12
6.666816530684591,0.909091,7.331446609113647,6.668609370190421,6.608391911756496,7.691391768051934,0.583333,0.34830692956230574,0.333333,0.22314355131420976,11,27,8.006700845440367,7.141490275195939,5.897545922641265,0.10536041565782131,12
8.320134161099263,1.0,5.322131544647291,5.322131544647291,0.0,0.0,0.083333,0.0800423999811814,0.0,0.0,0,1,8.412054873292933,6.767659847255586,7.4967993979574,0.0,12
7.216520318304293,1.0,0.0,0.0,0.0,7.3015438765324925,0.0,0.0,0.0,0.0800423999811814,1,0,7.313886831633462,5.938312228436658,5.7756507455504975,0.0,12
8.578654280990072,1.0,7.330693505801399,6.154433375386121,6.962849341291709,0.0,1.0,0.28768182245174967,1.0,0.0,0,20,9.04793908261736,7.266367396088755,7.185171022558634,0.0,12
7.715708484295577,1.0,6.082218910376446,4.584967478670572,5.831882477283517,5.223856135082514,0.333333,0.0800423999811814,0.333333,0.1541509655415032,2,5,7.783640596221253,0.0,5.747301459426504,0.0,12
6.1642557275430345,0.5,4.707185111394821,0.0,4.707185111394821,6.92230841846234,0.375,0.0,0.25,0.11778303565638346,1,3,7.438971592395862,5.1762232044509755,4.99856130935223,0.0,8
8.271576816437468,1.0,0.0,0.0,0.0,7.591797737565931,0.0,0.0,0.0,0.4054651081081644,7,0,8.343077871169383,0.0,5.747301459426504,0.0,12
5.441842562471876,1.0,7.77971787700675,7.24703072579297,6.896360605568251,0.0,1.0,0.5108258237659707,1.0,0.0,0,87,8.101980731853192,7.841867680880996,5.1742146694558455,0.6505877400541777,12
6.762509636519377,1.0,6.2314652154886145,6.2314652154886145,0.0,6.545489246856135,0.166667,0.1541509655415032,0.0,0.0800423999811814,2,3,8.294299608857235,6.37819941940262,5.661044475632165,0.0800423999811814,12
6.98461313423923,1.0,8.042008161870061,7.706495948059624,6.787968988149286,0.0,0.666667,0.4595321188521022,0.5,0.0,0,18,7.824445930877619,7.244819012063394,7.187994674045495,0.0,12
7.356714711115268,1.0,0.0,0.0,0.0,5.775666250117309,0.0,0.0,0.0,0.22314355131420976,3,0,8.160803920954665,6.540777844746521,6.3672981411811636,0.0,12
6.143486153494597,0.888889,7.590963228627309,7.590963228627309,0.0,7.591995663032507,0.666667,0.5108258237659707,0.0,0.10536041565782131,1,11,8.006700845440367,8.042716450145122,4.893697583551904,0.18232155679395465,9
2.0360794749475026,0.636364,5.739792912179234,0.0,5.739792912179234,0.0,0.666667,0.0,0.666667,0.0,0,8,6.90875477931522,6.035521534591471,5.747301459426504,0.0,12
7.180066815653793,1.0,7.158436173289435,7.158436173289435,0.0,0.0,0.25,0.22314355131420976,0.0,0.0,0,6,8.699681400989514,0.0,5.747301459426504,0.0,12
8.195945551115749,1.0,5.750252489041052,5.750252489041052,0.0,6.506484476961441,0.25,0.22314355131420976,0.0,0.34830692956230574,5,4,8.294299608857235,0.0,5.747301459426504,0.0,12
7.777931129105488,1.0,8.55998827810926,8.474304479372497,6.06269158764624,0.0,0.916667,0.6505877400541777,0.5,0.0,0,42,8.922791623969637,8.644658907237051,7.179700330020578,0.0800423999811814,12
8.287059960355426,1.0,0.0,0.0,0.0,5.418654989798585,0.0,0.0,0.0,0.1670539308170005,3,0,8.294299608857235,6.64110217698512,7.3785162732295815,0.0,11
8.611576407176658,1.0,5.438079308923196,0.0,5.438079308923196,6.878935275721404,0.416667,0.0,0.333333,0.28768182245174967,4,6,8.699681400989514,7.655180879929307,7.547515485462326,0.0,12
7.539087709835567,0.727273,4.736198448394496,4.736198448394496,0.0,0.0,0.166667,0.1541509655415032,0.0,0.0,0,2,8.77971129020447,8.16356689875695,6.308291202529203,0.0,12
7.350383665303308,1.0,4.207673247529104,4.207673247529104,0.0,0.0,0.083333,0.0800423999811814,0.0,0.0,0,1,7.3783837129967145,5.826246864544016,6.731275434910505,0.0,12
6.6977537147139135,0.909091,0.0,0.0,0.0,8.248181724327607,0.0,0.0,0.0,0.4353183653754494,7,0,8.33110454805304,8.383238543060216,5.491601064749435,0.08701129365629295,11
2.0983069652318713,0.090909,6.734591659972948,6.734591659972948,0.0,0.0,0.083333,0.0800423999811814,0.0,0.0,0,1,7.3783837129967145,0.0,5.747301459426504,0.0,12
7.562622442395542,1.0,7.54361227231452,0.0,7.54361227231452,7.382092859951851,1.0,0.0,1.0,0.0800423999811814,4,61,7.523481312573497,8.213123166480717,8.091932469749297,0.0800423999811814,12
7.472534847055442,1.0,6.024246305382325,5.787541345756266,4.478699521934143,0.0,0.583333,0.28768182245174967,0.166667,0.0,0,11,7.496097345175956,6.657306880160869,6.801177849852037,0.0,12
6.698079941478827,0.875,0.0,0.0,0.0,6.812811001027565,0.0,0.0,0.0,0.11778303565638346,1,0,7.313886831633462,4.990941090122055,5.195245856893709,0.0,8
7.363472991848201,1.0,0.0,0.0,0.0,5.950404365369237,0.0,0.0,0.0,0.34830692956230574,6,0,7.824445930877619,6.293460359333536,5.868968621963989,0.0,12
8.291928286371425,1.0,5.577841251298354,5.25540986553676,4.302712827954156,0.0,0.666667,0.0800423999811814,0.583333,0.0,0,8,8.699681400989514,8.836059376373083,6.91035925170048,0.0800423999811814,12
7.438639665474121,1.0,7.21868257559943,7.21868257559943,0.0,0.0,0.333333,0.28768182245174967,0.0,0.0,0,4,7.438971592395862,7.393150071761594,6.829259398021747,0.0,12
8.610443746922588,1.0,6.040492778175336,0.0,6.040492778175336,6.439988164471771,0.916667,0.0,0.833333,0.28768182245174967,4,11,8.740496729931813,7.1617887144105605,7.687943025605707,0.0,12
6.487703820419449,1.0,0.0,0.0,0.0,7.296650461658413,0.0,0.0,0.0,0.11778303565638346,3,0,8.853808274977197,6.815045498706368,4.955708691441334,0.22314355131420976,8
7.501066886022223,1.0,6.572142672772806,6.2227349856338,5.355736857415523,0.0,0.5,0.09531017980432487,0.4,0.0,0,8,7.719129840906732,6.791241033321197,6.435761985266166,0.0,10
6.2791488389323,0.909091,6.675747556729456,6.24928001995347,5.621487231929371,0.0,0.272727,0.08701129365629295,0.181818,0.0,0,7,8.699681400989514,7.174860061724275,5.173379480888368,0.0,11
8.676149498383959,1.0,6.333048695615371,5.523458920524919,5.74738460102608,0.0,0.833333,0.1541509655415032,0.75,0.0,0,14,8.699681400989514,7.596414904511969,7.678987070163475,0.0,12
7.45508935392666,1.0,6.408709993751677,6.408709993751677,0.0,0.0,1.0,0.6931471805599453,0.0,0.0,0,17,9.305741456739435,7.993255493563906,6.437202687884413,0.0,12
6.362699910035696,1.0,5.771441123130016,0.0,5.771441123130016,0.0,0.75,0.0,0.666667,0.0,0,8,7.313886831633462,7.272336285780348,5.253249611110729,0.0,12
7.095658461149205,1.0,0.0,0.0,0.0,3.6718808174590887,0.0,0.0,0.0,0.0800423999811814,1,0,7.0909098220799835,3.410443537249367,9.017203056528027,0.0,12
8.794039869027245,1.0,5.965274564017741,5.965274564017741,0.0,8.438784972903889,0.583333,0.4595321188521022,0.0,0.34830692956230574,7,7,8.853808274977197,7.393621869780999,7.825805398226253,0.0,12
2.910041642177587,0.909091,5.504721593857949,3.718680945350726,5.326127067187304,0.0,0.666667,0.1541509655415032,0.583333,0.0,0,13,8.517393171418904,5.882770932843391,4.808302162738161,0.1670539308170005,12
4.413824566542096,0.272727,0.0,0.0,0.0,8.001790443916308,0.0,0.0,0.0,0.1541509655415032,5,0,9.15915233520675,4.767025675958524,5.110131464042561,0.0,12
1.5657597596409527,0.636364,4.898212864681969,3.374168709274236,4.662022997580874,0.0,0.416667,0.1541509655415032,0.25,0.0,0,5,9.392745258631441,5.352111333645686,4.6104933428158,0.3677244724329623,12
3.7719429024452684,0.545455,5.983936280687191,0.0,5.983936280687191,0.0,0.5,0.0,0.416667,0.0,0,12,7.0909098220799835,6.588384644386054,4.954484283243715,0.6931471805599453,12
7.568566484814462,1.0,8.500372513685894,8.41545721030093,5.9946095962520545,5.686449089071931,1.0,0.6931471805599453,0.333333,0.0800423999811814,1,50,9.105090961257085,8.501483822284888,6.3898323387442435,0.0,12
4.912045891513179,1.0,7.129938369201223,7.129938369201223,0.0,0.0,1.0,0.6931471805599453,0.0,0.0,0,22,9.711176264112805,7.151665256518504,5.149569003726273,0.6931471805599453,12
8.863750175033168,1.0,7.380741954517848,7.2766532168425835,5.072921280180533,8.635332438466254,1.0,0.6061356217521171,1.0,0.5596157879354227,23,23,9.305741456739435,8.431825676435697,7.537570137587036,0.0,12
9.00972259112514,1.0,7.7226819431957,7.185220335023318,6.846124526185636,8.566407824343202,1.0,0.5596157879354227,1.0,0.5596157879354227,21,60,9.510519035757246,8.01386467597063,7.63799665412199,0.0,12
8.30358049140179,1.0,3.828641396489095,3.828641396489095,0.0,4.656225059955752,0.083333,0.0800423999811814,0.0,0.0800423999811814,1,1,8.412054873292933,6.979931637127268,6.877235518117718,0.0,12
8.717889111578424,1.0,0.0,0.0,0.0,7.9077450108774645,0.0,0.0,0.0,0.34830692956230574,14,0,8.77971129020447,7.315355194100754,7.960456369727599,0.0,12
9.146575428243775,1.0,8.537205600628221,7.046499312159118,8.282290774835944,5.918187144935499,1.0,0.22314355131420976,0.916667,0.0800423999811814,1,46,9.105090961257085,8.765691979834259,9.192995345250297,0.0,12
7.589845096604949,1.0,6.940261190538396,5.4289069362516384,6.692257424693476,8.374919519497766,0.909091,0.08701129365629295,0.818182,0.4353183653754494,21,17,8.294299608857235,8.025328328911934,6.815319242368355,0.08701129365629295,11
7.187261076612361,1.0,3.8426729272933526,3.8426729272933526,0.0,6.207901527566484,0.083333,0.0800423999811814,0.0,0.0800423999811814,1,1,7.496097345175956,6.0909488191647725,5.747992757638404,0.0,12
7.176803189581028,1.0,6.007829901194246,6.007829901194246,0.0,0.0,0.166667,0.1541509655415032,0.0,0.0,0,2,7.783640596221253,0.0,5.747301459426504,0.0,12
7.753832008950124,1.0,5.367563539284851,5.367563539284851,0.0,0.0,0.25,0.22314355131420976,0.0,0.0,0,3,7.783640596221253,0.0,5.747301459426504,0.0,12
7.0394700442879845,1.0,0.0,0.0,0.0,4.800843148105448,0.0,0.0,0.0,0.0800423999811814,1,0,7.0909098220799835,5.029284648786022,7.9749150026881575,0.0,12
7.39077119748822,1.0,6.607244604091484,6.607244604091484,0.0,0.0,0.666667,0.5108258237659707,0.0,0.0,0,11,8.699681400989514,6.035788878081494,5.966501847859993,0.0,12
8.162422522052372,1.0,0.0,0.0,0.0,7.447159207954665,0.0,0.0,0.0,0.4054651081081644,6,0,8.294299608857235,0.0,5.747301459426504,0.0,12
1.7418758824899843,0.363636,4.382026634673881,0.0,4.382026634673881,0.0,0.25,0.0,0.166667,0.0,0,3,8.853808274977197,5.388250378901539,4.810403950253194,0.6931471805599453,12
0.0,0.0,0.0,0.0,0.0,4.509198831656053,0.0,0.0,0.0,0.1335312676245148,1,0,8.006700845440367,4.934628079522907,5.747301459426504,0.0,7
1.770856686983286,0.666667,3.044522437723423,3.044522437723423,0.0,0.0,0.111111,0.10536041565782131,0.0,0.0,0,1,7.313886831633462,3.3137465990571076,4.125739493280924,0.0,9
3.1943540486844593,0.272727,7.205843024147799,0.0,7.205843024147799,0.0,1.0,0.0,1.0,0.0,0,12,7.601402334583733,6.5696905892803015,4.021624395851061,0.0,12
8.172108509287602,1.0,7.946192844614177,7.340452860931516,7.158039176448519,0.0,0.916667,0.6505877400541777,0.833333,0.0,0,75,8.648396877031582,9.124105606000684,7.651973899621786,0.0800423999811814,12
0.4850400140718488,0.090909,5.9686052529619,0.0,5.9686052529619,0.0,1.0,0.0,1.0,0.0,0,31,8.412054873292933,0.0,5.747301459426504,0.0,12
6.76049855778668,1.0,0.0,0.0,0.0,6.825796358628536,0.0,0.0,0.0,0.0800423999811814,1,0,8.294299608857235,7.7132888505828285,5.374482526239719,0.0800423999811814,12
7.800794984990287,1.0,6.695798917058491,6.695798917058491,0.0,6.867825868282063,0.25,0.22314355131420976,0.0,0.28768182245174967,6,4,8.294299608857235,6.279912012197073,6.935347099439079,0.0,12
6.01531867412121,1.0,6.848684449405085,0.0,6.848684449405085,0.0,1.0,0.0,1.0,0.0,0,12,7.824445930877619,7.001964325488924,5.179593541613167,0.0800423999811814,12
8.514670172078025,1.0,0.0,0.0,0.0,8.60162028523746,0.0,0.0,0.0,0.4595321188521022,40,0,8.987321812850125,7.1249113603194285,7.272558726243694,0.0,12
7.128996668733569,1.0,6.0513830373192254,5.185372607531902,5.509631222108668,6.0244133685803405,0.666667,0.1541509655415032,0.5,0.0800423999811814,2,10,7.601402334583733,6.359661015394023,6.213338130354008,0.0,12
8.801650316962302,1.0,8.407322520280525,7.909338912111957,7.472023086617956,8.882741562496024,1.0,0.6505877400541777,1.0,0.4595321188521022,21,64,9.105090961257085,9.292744278439896,7.812204708947772,0.0800423999811814,12
5.057625445563613,0.818182,7.2121912183324675,6.374394297410881,6.64668917154408,0.0,0.916667,0.28768182245174967,0.833333,0.0,0,34,8.612685172875459,6.756905274926475,4.694278693295283,0.0,12
8.129867927770311,1.0,0.0,0.0,0.0,6.917060522603349,0.0,0.0,0.0,0.0800423999811814,2,0,8.343077871169383,0.0,5.747301459426504,0.0,12
8.579979070198084,1.0,7.942077904433863,6.754743949848305,7.57869774955389,7.828576911207202,1.0,0.22314355131420976,1.0,0.28768182245174967,8,81,9.04793908261736,7.320145179939207,7.514816964155401,0.0,12
8.773316806553245,1.0,0.0,0.0,0.0,8.120061898600733,0.0,0.0,0.0,0.22314355131420976,11,0,8.853808274977197,7.153652221372497,7.923390128472868,0.0,12
5.172423312210039,0.818182,7.319798702450424,7.133583224085232,5.551175047845637,0.0,0.666667,0.34830692956230574,0.333333,0.0,0,14,8.517393171418904,7.5418039297171715,4.924640302230409,0.6931471805599453,12
6.523848839250635,1.0,6.9532734292811496,6.505709318919628,5.936533063581764,0.0,1.0,0.4595321188521022,1.0,0.0,0,25,8.006700845440367,6.316139441145971,5.340995753704738,0.0,12
5.415049254386517,0.636364,7.745340408858405,0.0,7.745340408858405,0.0,0.583333,0.0,0.5,0.0,0,12,8.77971129020447,7.0965656378910005,4.6088917324356,0.28768182245174967,12
7.48808473175405,1.0,0.0,0.0,0.0,6.358199883664646,0.0,0.0,0.0,0.22314355131420976,10,0,7.496097345175956,6.5347937616074345,7.799809100747771,0.0,12
4.0241586758043235,0.272727,6.206575926724928,0.0,6.206575926724928,0.0,0.166667,0.0,0.166667,0.0,0,2,8.853808274977197,7.586217950962711,4.997549730332755,0.6931471805599453,12
7.887445077562162,1.0,0.0,0.0,0.0,6.234457393256876,0.0,0.0,0.0,0.28768182245174967,4,0,8.006700845440367,6.838854033654524,6.565556499367541,0.0,12
9.048512527506483,1.0,8.813625865432732,8.319005632639001,7.872904744103383,7.431062548109857,1.0,0.6505877400541777,1.0,0.4054651081081644,10,85,9.741027444837728,7.544203454804669,7.681766155035949,0.0,12
7.289832088712203,1.0,7.069355286400314,7.069355286400314,0.0,0.0,0.25,0.22314355131420976,0.0,0.0,0,8,9.105090961257085,0.0,5.747301459426504,0.0,12
7.65688511608913,1.0,8.62727554164635,0.0,8.62727554164635,0.0,1.0,0.0,1.0,0.0,0,75,9.04793908261736,8.179193565649877,6.447312407686196,0.0,12
7.96464115176426,1.0,0.0,0.0,0.0,6.907603937530597,0.0,0.0,0.0,0.1541509655415032,2,0,8.071218539969863,6.972068998291171,7.253928939244064,0.0,12
9.56276437214264,1.0,0.0,0.0,0.0,8.437159754349729,0.0,0.0,0.0,0.28768182245174967,9,0,9.852246888342531,8.028655428376947,8.133663434437013,0.0,12
4.068226451174745,0.75,0.0,0.0,0.0,5.612081215523314,0.0,0.0,0.0,0.11778303565638346,1,0,7.0909098220799835,5.958047035162719,4.450821226504721,0.1541509655415032,8
8.353934009646402,1.0,7.579832028922791,6.983141005888027,6.78105762593618,0.0,0.833333,0.1541509655415032,0.583333,0.0,0,19,8.517393171418904,6.91309573333649,6.991571387032776,0.0,12
9.3208287801909,1.0,5.021509290648134,5.021509290648134,0.0,9.031590938027875,0.083333,0.0800423999811814,0.0,0.4054651081081644,14,1,9.741027444837728,7.865978194264746,7.9707670421562415,0.0,12
4.254272024266805,0.090909,0.0,0.0,0.0,7.937629997142655,0.0,0.0,0.0,0.0800423999811814,3,0,9.472781556562168,0.0,5.747301459426504,0.0,12
4.767749380169914,0.272727,6.811244378601294,6.811244378601294,0.0,5.615162652083958,0.25,0.22314355131420976,0.0,0.0800423999811814,1,8,8.517393171418904,0.0,5.747301459426504,0.0,12
8.442221369574867,1.0,7.148440079073007,5.865164090991807,6.825003906185169,0.0,0.833333,0.22314355131420976,0.833333,0.0,0,33,8.517393171418904,7.553303408815301,8.181239010860805,0.0,12
3.2302101480570484,0.636364,5.527840524826286,0.0,5.527840524826286,0.0,0.583333,0.0,0.5,0.0,0,7,8.006700845440367,5.7707022302782205,5.162680937030025,0.0,12
9.143672700472454,1.0,6.6812686457916675,6.6812686457916675,0.0,9.528755652173672,0.083333,0.0800423999811814,0.0,0.5108258237659707,16,1,9.472781556562168,9.274784388023289,7.863987895057057,0.0800423999811814,12
5.447207067376491,1.0,6.089044875446846,0.0,6.089044875446846,0.0,0.916667,0.0,0.916667,0.0,0,22,8.294299608857235,6.319178077288133,5.2262360002100205,0.0,12
7.354767458198983,1.0,7.194151525113461,7.065297344411869,5.0875346049320465,0.0,0.5,0.1541509655415032,0.25,0.0,0,8,7.601402334583733,6.929305052658237,6.566123830686406,0.0,12
7.822392067445646,1.0,8.611191602136667,7.238137580965946,8.319300633354263,0.0,1.0,0.4054651081081644,1.0,0.0,0,52,9.741027444837728,6.923935621365515,6.424745872076159,0.0,12
6.561218610044431,1.0,6.801127293757346,6.573009551086625,5.216781878565518,6.3754829193138045,0.916667,0.28768182245174967,0.916667,0.22314355131420976,3,18,7.0909098220799835,6.880751998052674,5.223186280422431,0.0,12
7.712490045640144,1.0,6.581470968748414,6.581470968748414,0.0,6.585217715861589,1.0,0.6931471805599453,0.0,0.0800423999811814,1,12,7.824445930877619,6.968184560309096,6.536863929118186,0.0,12
6.8544924779680025,1.0,5.288570015093157,5.008366054652212,3.899950424193877,0.0,0.333333,0.22314355131420976,0.166667,0.0,0,5,6.90875477931522,6.2009156208437615,6.235163740171027,0.0,12
6.6399309381906155,0.818182,0.0,0.0,0.0,7.176332905092683,0.0,0.0,0.0,0.1541509655415032,3,0,8.922791623969637,7.357433040903001,5.158823824150382,0.0,12
8.584630235337578,1.0,0.0,0.0,0.0,8.2948876348863,0.0,0.0,0.0,0.4054651081081644,9,0,8.853808274977197,0.0,5.747301459426504,0.0,12
7.6800272492886,1.0,8.662221243463897,8.142508469209472,7.759541622469525,0.0,1.0,0.6931471805599453,1.0,0.0,0,97,8.77971129020447,8.393309437162038,6.305251293867907,0.0,12
8.025647363195684,1.0,6.933423025730715,6.933423025730715,0.0,0.0,0.083333,0.0800423999811814,0.0,0.0,0,2,8.922791623969637,6.5508718776033765,6.710136513418341,0.0,12
3.013304916281776,0.909091,6.537705576094927,0.0,6.537705576094927,0.0,0.833333,0.0,0.833333,0.0,0,10,9.210440366976517,6.616989825793948,5.747301459426504,0.0,12
